#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr6,31729710,31737056	chr6,31710729,31713257
chr6,31729710,31737056	chr6,31713258,31720597
chr6,31729710,31737056	chr6,31812122,31824997
chr6,31729710,31737056	chr6,31830742,31836414
chr6,31729710,31737056	chr6,31855314,31860935
chr6,31729710,31737056	chr6,32030374,32043977
chr6,31729710,31737056	chr6,32046265,32057667
chr6,31742531,31750782	chr6,31506445,31509719
chr6,31742531,31750782	chr6,31593690,31595116
chr6,31742531,31750782	chr6,31595117,31605953
chr6,31742531,31750782	chr6,31605954,31612590
chr6,31742531,31750782	chr6,31614982,31616968
chr6,31742531,31750782	chr6,31658518,31661601
chr6,31742531,31750782	chr6,31805115,31812121
chr6,31742531,31750782	chr6,31830742,31836414
chr6,31742531,31750782	chr6,31855314,31860935
chr6,31742531,31750782	chr6,31896899,31901299
chr6,31742531,31750782	chr6,31915556,31920006
chr6,31753069,31773522	chr6,31713258,31720597
chr6,31753069,31773522	chr6,31737057,31742530
chr6,31753069,31773522	chr6,31805115,31812121
chr6,31753069,31773522	chr6,31915556,31920006
chr6,31753069,31773522	chr6,32072363,32079103
chr6,31774256,31779404	chr6,31658518,31661601
chr6,31779405,31785889	chr6,31658518,31661601
chr6,31779405,31785889	chr6,31703514,31706939
chr6,31779405,31785889	chr6,33330746,33342882
chr6,31788101,31803270	chr6,31699653,31701151
chr6,31788101,31803270	chr6,31701152,31703513
chr6,31788101,31803270	chr6,31805115,31812121
chr6,31803288,31805114	chr6,31506445,31509719
chr6,31803288,31805114	chr6,31658518,31661601
chr6,31803288,31805114	chr6,31699653,31701151
chr6,31803288,31805114	chr6,31703514,31706939
chr6,31803288,31805114	chr6,31830742,31836414
chr6,31824998,31830741	chr6,31595117,31605953
chr6,31824998,31830741	chr6,31605954,31612590
chr6,31824998,31830741	chr6,31614982,31616968
chr6,31863610,31877605	chr6,31595117,31605953
chr6,31863610,31877605	chr6,31709049,31710728
chr6,31863610,31877605	chr6,31737057,31742530
chr6,31863610,31877605	chr6,31855314,31860935
chr6,31863610,31877605	chr6,32046265,32057667
chr6,31889501,31896898	chr6,31605954,31612590
chr6,31889501,31896898	chr6,31901300,31912819
chr6,31889501,31896898	chr6,31915556,31920006
chr6,31889501,31896898	chr6,32850337,32871755
chr6,31922578,31925104	chr6,31614982,31616968
chr6,31922578,31925104	chr6,31713258,31720597
chr6,31922578,31925104	chr6,31915556,31920006
chr6,31922578,31925104	chr6,32072363,32079103
chr6,31925203,31947600	chr6,31830742,31836414
chr6,31947601,31961966	chr6,32046265,32057667
chr6,32094112,32097278	chr6,32942130,32944546
chr6,32094112,32097278	chr6,32954583,32955693
chr6,32097279,32144834	chr6,32788957,32794101
chr6,32097279,32144834	chr6,32939560,32941867
chr6,32144835,32148799	chr6,32850337,32871755
chr6,32144835,32148799	chr6,32939560,32941867
chr6,32144835,32148799	chr6,32944547,32947570
chr6,32151507,32153168	chr6,32931749,32933680
chr6,32151507,32153168	chr6,32939560,32941867
chr6,32221918,32223908	chr6,32540333,32546807
chr6,32221918,32223908	chr6,32709674,32712654
chr6,32221918,32223908	chr6,32734666,32737792
chr6,32221918,32223908	chr6,32763678,32764745
chr6,32221918,32223908	chr6,32764746,32767302
chr6,32221918,32223908	chr6,32767303,32768985
chr6,32221918,32223908	chr6,32788957,32794101
chr6,32221918,32223908	chr6,32825605,32850336
chr6,3223030,3227013	chr6,3089706,3103862
chr6,3223030,3227013	chr6,3119854,3129612
chr6,3223030,3227013	chr6,3132529,3139357
chr6,3223030,3227013	chr6,3139358,3149254
chr6,3223030,3227013	chr6,4014469,4021411
chr6,3227014,3240631	chr6,2848906,2866350
chr6,3227014,3240631	chr6,2944947,2950166
chr6,3227014,3240631	chr6,3119854,3129612
chr6,3227014,3240631	chr6,3139358,3149254
chr6,3227014,3240631	chr6,3243346,3248341
chr6,3227014,3240631	chr6,3616526,3624855
chr6,32342828,32357518	chr6,32715133,32722521
chr6,32342828,32357518	chr6,32812853,32818206
chr6,32342828,32357518	chr6,32988959,33004041
chr6,32357519,32362911	chr6,32551299,32554637
chr6,32357519,32362911	chr6,32764746,32767302
chr6,32357519,32362911	chr6,32788957,32794101
chr6,32405593,32409533	chr6,32209033,32216324
chr6,32405593,32409533	chr6,32712655,32715132
chr6,32405593,32409533	chr6,32728479,32728994
chr6,32405593,32409533	chr6,32764746,32767302
chr6,32405593,32409533	chr6,32768986,32769936
chr6,32405593,32409533	chr6,32788957,32794101
chr6,32556286,32561339	chr6,32235923,32244431
chr6,32556286,32561339	chr6,32396347,32400292
chr6,32622279,32628870	chr6,32209033,32216324
chr6,32622279,32628870	chr6,32219628,32221917
chr6,32622279,32628870	chr6,32280321,32284495
chr6,32622279,32628870	chr6,32335325,32341291
chr6,32622279,32628870	chr6,32385222,32394736
chr6,32622279,32628870	chr6,32404397,32405592
chr6,32622279,32628870	chr6,32454244,32457823
chr6,32622279,32628870	chr6,32725297,32728478
chr6,32633438,32636953	chr6,32209033,32216324
chr6,32633438,32636953	chr6,32367666,32372548
chr6,32633438,32636953	chr6,32394737,32396346
chr6,32708412,32709673	chr6,31545440,31548101
chr6,32708412,32709673	chr6,32179623,32186325
chr6,32708412,32709673	chr6,32223909,32224250
chr6,32708412,32709673	chr6,32244432,32247777
chr6,32708412,32709673	chr6,32258688,32275324
chr6,32708412,32709673	chr6,32365617,32367665
chr6,32708412,32709673	chr6,32396347,32400292
chr6,32780977,32788956	chr6,32179623,32186325
chr6,32780977,32788956	chr6,32186326,32189787
chr6,32780977,32788956	chr6,32209033,32216324
chr6,32780977,32788956	chr6,32235923,32244431
chr6,32780977,32788956	chr6,32258688,32275324
chr6,32780977,32788956	chr6,32275325,32280320
chr6,32780977,32788956	chr6,32296807,32317158
chr6,32780977,32788956	chr6,32331332,32335324
chr6,32780977,32788956	chr6,32335325,32341291
chr6,32780977,32788956	chr6,32362912,32365616
chr6,32780977,32788956	chr6,32367666,32372548
chr6,32780977,32788956	chr6,32372734,32377013
chr6,32780977,32788956	chr6,32381598,32383037
chr6,32780977,32788956	chr6,32383038,32384779
chr6,32780977,32788956	chr6,32385222,32394736
chr6,32780977,32788956	chr6,32396347,32400292
chr6,32780977,32788956	chr6,32400293,32402751
chr6,32780977,32788956	chr6,32404397,32405592
chr6,32799345,32808149	chr6,32092230,32094111
chr6,32799345,32808149	chr6,32171193,32179622
chr6,32799345,32808149	chr6,32179623,32186325
chr6,32799345,32808149	chr6,32372734,32377013
chr6,32799345,32808149	chr6,32385222,32394736
chr6,32809718,32812852	chr6,32046265,32057667
chr6,32809718,32812852	chr6,32179623,32186325
chr6,32809718,32812852	chr6,32396347,32400292
chr6,32819180,32825604	chr6,32059239,32072362
chr6,32819180,32825604	chr6,32085552,32092229
chr6,32819180,32825604	chr6,32186326,32189787
chr6,32819180,32825604	chr6,32216325,32219077
chr6,32819180,32825604	chr6,32235923,32244431
chr6,32819180,32825604	chr6,32296807,32317158
chr6,32819180,32825604	chr6,32335325,32341291
chr6,32819180,32825604	chr6,32365617,32367665
chr6,32819180,32825604	chr6,32385222,32394736
chr6,32905663,32909360	chr6,32367666,32372548
chr6,32935690,32937492	chr6,32400293,32402751
chr6,32935690,32937492	chr6,32939560,32941867
chr6,32937493,32939559	chr6,32947571,32952626
chr6,33040661,33046250	chr6,32275325,32280320
chr6,33040661,33046250	chr6,32958638,32961022
chr6,33040661,33046250	chr6,32961102,32968115
chr6,33040661,33046250	chr6,32988959,33004041
chr6,33046251,33053433	chr6,32984814,32988958
chr6,33046251,33053433	chr6,32988959,33004041
chr6,33046251,33053433	chr6,34150762,34157368
chr6,33151607,33161216	chr6,32939560,32941867
chr6,33151607,33161216	chr6,32947571,32952626
chr6,33151607,33161216	chr6,32954583,32955693
chr6,33151607,33161216	chr6,32961102,32968115
chr6,33151607,33161216	chr6,32988959,33004041
chr6,33165153,33173879	chr6,32939560,32941867
chr6,33165153,33173879	chr6,32942130,32944546
chr6,33165153,33173879	chr6,32947571,32952626
chr6,33165153,33173879	chr6,32958638,32961022
chr6,33165153,33173879	chr6,32961102,32968115
chr6,33165153,33173879	chr6,32968259,32970532
chr6,33165153,33173879	chr6,32984814,32988958
chr6,33165153,33173879	chr6,32988959,33004041
chr6,33165153,33173879	chr6,33092627,33098113
chr6,33173880,33192125	chr6,32961102,32968115
chr6,33234946,33240206	chr6,32947571,32952626
chr6,33234946,33240206	chr6,32955694,32957413
chr6,33234946,33240206	chr6,32961102,32968115
chr6,33234946,33240206	chr6,33222940,33229524
chr6,33240207,33245381	chr6,32939560,32941867
chr6,33240207,33245381	chr6,32942130,32944546
chr6,33240207,33245381	chr6,32947571,32952626
chr6,33240207,33245381	chr6,32955694,32957413
chr6,33240207,33245381	chr6,32984814,32988958
chr6,33256041,33268943	chr6,33245382,33255432
chr6,33256041,33268943	chr6,33342883,33349959
chr6,33256041,33268943	chr6,33392972,33396741
chr6,33256041,33268943	chr6,33404397,33408750
chr6,33280321,33286385	chr6,32988959,33004041
chr6,33280321,33286385	chr6,33287378,33291448
chr6,33280321,33286385	chr6,33404397,33408750
chr6,33358373,33363613	chr6,31878745,31887553
chr6,33358373,33363613	chr6,32939560,32941867
chr6,33358373,33363613	chr6,33245382,33255432
chr6,33358373,33363613	chr6,33404397,33408750
chr6,33373874,33381237	chr6,32988959,33004041
chr6,33373874,33381237	chr6,33245382,33255432
chr6,33373874,33381237	chr6,33269487,33276404
chr6,33381238,33386615	chr6,33222940,33229524
chr6,33381238,33386615	chr6,33598574,33610244
chr6,33381238,33386615	chr6,34111339,34114869
chr6,33386616,33392274	chr6,33269487,33276404
chr6,33386616,33392274	chr6,33287378,33291448
chr6,33386616,33392274	chr6,34075045,34094282
chr6,33418098,33423658	chr6,33404397,33408750
chr6,33418098,33423658	chr6,33473552,33480987
chr6,33418098,33423658	chr6,33612369,33618476
chr6,33542615,33551201	chr6,33404397,33408750
chr6,33542615,33551201	chr6,33612369,33618476
chr6,33542615,33551201	chr6,33655559,33666990
chr6,33542615,33551201	chr6,33693847,33704015
chr6,33542615,33551201	chr6,33866463,33877585
chr6,33551202,33554470	chr6,33612369,33618476
chr6,33551202,33554470	chr6,33622692,33629301
chr6,33551202,33554470	chr6,33629302,33632384
chr6,33551202,33554470	chr6,33632385,33655558
chr6,33551202,33554470	chr6,33655559,33666990
chr6,33551202,33554470	chr6,33683533,33691343
chr6,33551202,33554470	chr6,33894351,33897981
chr6,33551202,33554470	chr6,33944881,33961533
chr6,33555001,33570358	chr6,33598574,33610244
chr6,33555001,33570358	chr6,33610339,33612368
chr6,33555001,33570358	chr6,33622692,33629301
chr6,33555001,33570358	chr6,33655559,33666990
chr6,33555001,33570358	chr6,33693847,33704015
chr6,33555001,33570358	chr6,33894351,33897981
chr6,33555001,33570358	chr6,34044286,34053710
chr6,33555001,33570358	chr6,34075045,34094282
chr6,33555001,33570358	chr6,34094283,34100033
chr6,33555001,33570358	chr6,34111339,34114869
chr6,33576769,33598573	chr6,33961534,33964703
chr6,33576769,33598573	chr6,34064929,34075044
chr6,33576769,33598573	chr6,34111339,34114869
chr6,33679109,33679749	chr6,33683533,33691343
chr6,33679109,33679749	chr6,33970929,33976270
chr6,33679109,33679749	chr6,34044286,34053710
chr6,33679109,33679749	chr6,34108787,34110951
chr6,33679109,33679749	chr6,34111339,34114869
chr6,33711347,33727949	chr6,33866463,33877585
chr6,33711347,33727949	chr6,33919463,33929995
chr6,33711347,33727949	chr6,33934520,33944880
chr6,33711347,33727949	chr6,33970929,33976270
chr6,33711347,33727949	chr6,33976926,33983917
chr6,33711347,33727949	chr6,33988334,34004144
chr6,33711347,33727949	chr6,34004145,34021603
chr6,33711347,33727949	chr6,34028486,34031829
chr6,33711347,33727949	chr6,34044286,34053710
chr6,33711347,33727949	chr6,34053711,34059030
chr6,33711347,33727949	chr6,34062521,34064928
chr6,33711347,33727949	chr6,34075045,34094282
chr6,33711347,33727949	chr6,34094283,34100033
chr6,33711347,33727949	chr6,34108787,34110951
chr6,33711347,33727949	chr6,34110952,34111338
chr6,33711347,33727949	chr6,34111339,34114869
chr6,33711347,33727949	chr6,34125904,34131267
chr6,33746353,33763733	chr6,33796050,33801964
chr6,33746353,33763733	chr6,33866463,33877585
chr6,33746353,33763733	chr6,33894351,33897981
chr6,33746353,33763733	chr6,33910557,33914760
chr6,33746353,33763733	chr6,33919463,33929995
chr6,33746353,33763733	chr6,33929996,33934519
chr6,33746353,33763733	chr6,33934520,33944880
chr6,33746353,33763733	chr6,33961534,33964703
chr6,33746353,33763733	chr6,33970929,33976270
chr6,33746353,33763733	chr6,34004145,34021603
chr6,33746353,33763733	chr6,34021604,34028485
chr6,33746353,33763733	chr6,34028486,34031829
chr6,33746353,33763733	chr6,34044286,34053710
chr6,33746353,33763733	chr6,34053711,34059030
chr6,33746353,33763733	chr6,34059031,34062520
chr6,33746353,33763733	chr6,34064929,34075044
chr6,33746353,33763733	chr6,34075045,34094282
chr6,33746353,33763733	chr6,34094283,34100033
chr6,33746353,33763733	chr6,34100034,34101845
chr6,33746353,33763733	chr6,34108787,34110951
chr6,33746353,33763733	chr6,34110952,34111338
chr6,33746353,33763733	chr6,34111339,34114869
chr6,33746353,33763733	chr6,34157369,34166554
chr6,33763956,33775355	chr6,33970929,33976270
chr6,33763956,33775355	chr6,34064929,34075044
chr6,33763956,33775355	chr6,34075045,34094282
chr6,33763956,33775355	chr6,34094283,34100033
chr6,33763956,33775355	chr6,34108787,34110951
chr6,33763956,33775355	chr6,34111339,34114869
chr6,34031830,34044285	chr6,33727950,33731500
chr6,34031830,34044285	chr6,33737709,33746352
chr6,34031830,34044285	chr6,33775356,33785414
chr6,34031830,34044285	chr6,33796050,33801964
chr6,34031830,34044285	chr6,33810800,33816144
chr6,34031830,34044285	chr6,34111339,34114869
chr6,3436742,3462071	chr6,3616526,3624855
chr6,3436742,3462071	chr6,3724969,3737768
chr6,3436742,3462071	chr6,4043503,4056579
chr6,34428259,34436481	chr6,34688387,34690313
chr6,34436482,34461641	chr6,34879477,34893954
chr6,34514907,34537140	chr6,35146584,35158568
chr6,34652692,34665505	chr6,35085243,35090963
chr6,34746369,34765317	chr6,34380809,34382199
chr6,34853219,34860509	chr6,35113973,35115335
chr6,34853219,34860509	chr6,35165521,35168457
chr6,34853219,34860509	chr6,35171713,35177482
chr6,34853219,34860509	chr6,35207622,35208209
chr6,34853219,34860509	chr6,35212087,35218278
chr6,35115336,35117713	chr6,34879477,34893954
chr6,35115336,35117713	chr6,34949014,34955099
chr6,35115336,35117713	chr6,35208566,35212086
chr6,35177483,35184219	chr6,34864999,34876106
chr6,35177483,35184219	chr6,34987255,34993811
chr6,35309629,35317360	chr6,35372568,35388126
chr6,35309629,35317360	chr6,35406008,35409658
chr6,35410649,35438751	chr6,34969875,34982037
chr6,35445293,35471829	chr6,35708571,35715976
chr6,35477807,35480896	chr6,35715977,35721106
chr6,35694834,35706255	chr6,35512438,35519905
chr6,35694834,35706255	chr6,35531219,35535779
chr6,35694834,35706255	chr6,35547906,35559447
chr6,35694834,35706255	chr6,35559975,35562892
chr6,35694834,35706255	chr6,35569741,35584645
chr6,35764924,35767114	chr6,35499295,35511630
chr6,35889083,35894044	chr6,35569741,35584645
chr6,35983290,35993351	chr6,35547906,35559447
chr6,35983290,35993351	chr6,35569741,35584645
chr6,35983290,35993351	chr6,36061584,36068240
chr6,35994390,36001414	chr6,41384972,41385581
chr6,36088480,36108547	chr6,35547906,35559447
chr6,36088480,36108547	chr6,36326081,36333198
chr6,36163508,36170127	chr6,35531219,35535779
chr6,36560431,36562592	chr6,35212087,35218278
chr6,36560431,36562592	chr6,36326081,36333198
chr6,36560431,36562592	chr6,36370460,36376781
chr6,36560431,36562592	chr6,36390506,36397663
chr6,36560431,36562592	chr6,36488539,36492064
chr6,36560431,36562592	chr6,36499078,36512149
chr6,36560431,36562592	chr6,36681458,36687196
chr6,36560431,36562592	chr6,36726947,36732394
chr6,36602790,36613911	chr6,36586175,36592233
chr6,36602790,36613911	chr6,36677925,36681457
chr6,36602790,36613911	chr6,36696907,36704036
chr6,36602790,36613911	chr6,36744501,36752118
chr6,36639873,36651290	chr6,36586175,36592233
chr6,36639873,36651290	chr6,36696907,36704036
chr6,36639873,36651290	chr6,37142807,37143612
chr6,36687197,36696906	chr6,36499078,36512149
chr6,36687197,36696906	chr6,36579919,36586174
chr6,36687197,36696906	chr6,36586175,36592233
chr6,36687197,36696906	chr6,36592234,36602789
chr6,36796867,36808733	chr6,37047742,37050915
chr6,36831899,36839738	chr6,36732395,36735674
chr6,36831899,36839738	chr6,36752119,36755017
chr6,36831899,36839738	chr6,36978523,36985357
chr6,36831899,36839738	chr6,37117312,37128917
chr6,36831899,36839738	chr6,37199770,37202939
chr6,36831899,36839738	chr6,37209529,37214043
chr6,36831899,36839738	chr6,37285338,37291768
chr6,36840886,36850286	chr6,36586175,36592233
chr6,36840886,36850286	chr6,36681458,36687196
chr6,36840886,36850286	chr6,36726947,36732394
chr6,36840886,36850286	chr6,36752119,36755017
chr6,36840886,36850286	chr6,37018844,37032845
chr6,36840886,36850286	chr6,37063950,37072757
chr6,36840886,36850286	chr6,90153591,90159453
chr6,36906710,36938885	chr6,36732395,36735674
chr6,36906710,36938885	chr6,37707188,37715060
chr6,36952387,36968557	chr6,36592234,36602789
chr6,36952387,36968557	chr6,36651291,36652542
chr6,36952387,36968557	chr6,36732395,36735674
chr6,36952387,36968557	chr6,36744501,36752118
chr6,36952387,36968557	chr6,36755018,36757261
chr6,36952387,36968557	chr6,36875886,36888785
chr6,36952387,36968557	chr6,37141920,37142806
chr6,36952387,36968557	chr6,37142807,37143612
chr6,36952387,36968557	chr6,37165863,37173072
chr6,36952387,36968557	chr6,37173774,37178381
chr6,36952387,36968557	chr6,37178382,37196830
chr6,36952387,36968557	chr6,37196831,37199769
chr6,36952387,36968557	chr6,37199770,37202939
chr6,36952387,36968557	chr6,37207553,37209528
chr6,36952387,36968557	chr6,37291769,37293127
chr6,36968558,36978522	chr6,12781022,12782319
chr6,36968558,36978522	chr6,36586175,36592233
chr6,36968558,36978522	chr6,36706824,36722351
chr6,36968558,36978522	chr6,36744501,36752118
chr6,36968558,36978522	chr6,36823476,36827522
chr6,36968558,36978522	chr6,36862766,36866699
chr6,36968558,36978522	chr6,37165863,37173072
chr6,36968558,36978522	chr6,37173073,37173773
chr6,36968558,36978522	chr6,37173774,37178381
chr6,36968558,36978522	chr6,37178382,37196830
chr6,36968558,36978522	chr6,37199770,37202939
chr6,36968558,36978522	chr6,37278663,37284692
chr6,36968558,36978522	chr6,37324308,37326167
chr6,36968558,36978522	chr6,37332494,37334801
chr6,36998125,37018814	chr6,36850855,36857295
chr6,36998125,37018814	chr6,37089506,37094502
chr6,36998125,37018814	chr6,37117312,37128917
chr6,36998125,37018814	chr6,37129309,37135248
chr6,36998125,37018814	chr6,37141920,37142806
chr6,36998125,37018814	chr6,37143613,37145153
chr6,36998125,37018814	chr6,37145154,37147982
chr6,36998125,37018814	chr6,37165863,37173072
chr6,36998125,37018814	chr6,37173073,37173773
chr6,36998125,37018814	chr6,37173774,37178381
chr6,36998125,37018814	chr6,37178382,37196830
chr6,36998125,37018814	chr6,37196831,37199769
chr6,36998125,37018814	chr6,37199770,37202939
chr6,36998125,37018814	chr6,37252662,37260220
chr6,36998125,37018814	chr6,37263246,37266193
chr6,37136222,37141919	chr6,36696907,36704036
chr6,37136222,37141919	chr6,36850855,36857295
chr6,37136222,37141919	chr6,36985358,36993447
chr6,37136222,37141919	chr6,36993448,36998124
chr6,37136222,37141919	chr6,37018844,37032845
chr6,37136222,37141919	chr6,37035295,37039226
chr6,37136222,37141919	chr6,37039227,37040007
chr6,37136222,37141919	chr6,37040008,37047741
chr6,37136222,37141919	chr6,37047742,37050915
chr6,37136222,37141919	chr6,37063950,37072757
chr6,37136222,37141919	chr6,37072758,37078767
chr6,37136222,37141919	chr6,37089506,37094502
chr6,37136222,37141919	chr6,37094503,37095801
chr6,37136222,37141919	chr6,37095802,37104542
chr6,37136222,37141919	chr6,37104543,37105359
chr6,37136222,37141919	chr6,37105360,37105957
chr6,37136222,37141919	chr6,37106871,37115395
chr6,37136222,37141919	chr6,37129309,37135248
chr6,37136222,37141919	chr6,42048826,42054624
chr6,37147983,37154498	chr6,36732395,36735674
chr6,37147983,37154498	chr6,36978523,36985357
chr6,37147983,37154498	chr6,36985358,36993447
chr6,37147983,37154498	chr6,36993448,36998124
chr6,37147983,37154498	chr6,37035295,37039226
chr6,37147983,37154498	chr6,37040008,37047741
chr6,37147983,37154498	chr6,37089506,37094502
chr6,37214044,37224382	chr6,36857780,36862765
chr6,37224383,37229517	chr6,36850855,36857295
chr6,37398430,37401807	chr6,37497013,37506883
chr6,37467108,37470486	chr6,37643422,37655879
chr6,37467108,37470486	chr6,38700053,38711762
chr6,3750508,3755866	chr6,3311727,3330933
chr6,3750508,3755866	chr6,3954501,3956569
chr6,3750508,3755866	chr6,3969763,3975243
chr6,3750508,3755866	chr6,3985203,3989816
chr6,3750508,3755866	chr6,3989928,3996623
chr6,37655880,37680188	chr6,38509037,38522569
chr6,37767134,37788673	chr6,37976540,37981334
chr6,37767134,37788673	chr6,38678576,38681908
chr6,37767134,37788673	chr6,38843662,38858262
chr6,38167604,38177977	chr6,38464677,38470208
chr6,38167604,38177977	chr6,38578019,38581961
chr6,38323214,38327594	chr6,37464903,37467107
chr6,38448000,38449569	chr6,37719064,37720108
chr6,38448000,38449569	chr6,38003968,38017346
chr6,38448000,38449569	chr6,38052083,38061367
chr6,38448000,38449569	chr6,38080797,38084967
chr6,38448000,38449569	chr6,38101596,38104893
chr6,38448000,38449569	chr6,38118677,38122218
chr6,38448000,38449569	chr6,38144736,38151126
chr6,38448000,38449569	chr6,38154556,38163295
chr6,38448000,38449569	chr6,38197483,38207310
chr6,3847704,3851408	chr6,3240632,3243345
chr6,3847704,3851408	chr6,3269812,3272606
chr6,3847704,3851408	chr6,3985203,3989816
chr6,38599520,38608748	chr6,37741863,37749701
chr6,38599520,38608748	chr6,38144736,38151126
chr6,38599520,38608748	chr6,38154556,38163295
chr6,38599520,38608748	chr6,38177978,38183142
chr6,38661324,38676354	chr6,37544745,37568675
chr6,38661324,38676354	chr6,38017347,38019879
chr6,38661324,38676354	chr6,38029990,38033869
chr6,38661324,38676354	chr6,38104894,38111839
chr6,38661324,38676354	chr6,38163296,38167603
chr6,38661324,38676354	chr6,38177978,38183142
chr6,38780114,38793087	chr6,126243176,126248573
chr6,38780114,38793087	chr6,37643422,37655879
chr6,38780114,38793087	chr6,40856884,40861285
chr6,39015886,39021116	chr6,38843662,38858262
chr6,391136,396367	chr6,1378389,1386014
chr6,391136,396367	chr6,1386015,1387541
chr6,39267148,39283266	chr6,38839656,38840813
chr6,39267148,39283266	chr6,38953203,38962237
chr6,39267148,39283266	chr6,39001147,39005276
chr6,39267148,39283266	chr6,39069959,39070607
chr6,39267148,39283266	chr6,39116530,39122747
chr6,39267148,39283266	chr6,39127674,39139660
chr6,39267148,39283266	chr6,39140958,39145093
chr6,39267148,39283266	chr6,39145094,39148822
chr6,39267148,39283266	chr6,39151594,39189137
chr6,39267148,39283266	chr6,39189138,39195257
chr6,39286325,39295955	chr6,39127674,39139660
chr6,39681996,39706063	chr6,39335347,39340607
chr6,39681996,39706063	chr6,39344640,39352849
chr6,39681996,39706063	chr6,39375045,39385204
chr6,39754095,39763848	chr6,39300260,39301395
chr6,39754095,39763848	chr6,39325981,39332713
chr6,39754095,39763848	chr6,39340608,39344639
chr6,39754095,39763848	chr6,39344640,39352849
chr6,39754095,39763848	chr6,39357023,39363030
chr6,39754095,39763848	chr6,39375045,39385204
chr6,3979207,3983615	chr6,3288270,3290212
chr6,3979207,3983615	chr6,3737769,3750507
chr6,39863325,39873685	chr6,39332714,39335346
chr6,39863325,39873685	chr6,39357023,39363030
chr6,39900529,39906160	chr6,39309901,39325980
chr6,39900529,39906160	chr6,40799341,40811233
chr6,4021412,4033012	chr6,3288270,3290212
chr6,40300430,40304118	chr6,40756020,40758393
chr6,40300430,40304118	chr6,40762136,40764123
chr6,40372668,40382470	chr6,40851048,40856883
chr6,40553494,40565961	chr6,40856884,40861285
chr6,4076718,4087690	chr6,3275619,3282217
chr6,4076718,4087690	chr6,4782212,4785815
chr6,4076718,4087690	chr6,4859384,4867213
chr6,40994658,41012140	chr6,40651322,40654950
chr6,40994658,41012140	chr6,40856884,40861285
chr6,40994658,41012140	chr6,40861286,40868110
chr6,41014801,41021527	chr6,39874482,39878199
chr6,41014801,41021527	chr6,40413760,40418654
chr6,41014801,41021527	chr6,40504686,40507204
chr6,41014801,41021527	chr6,40662276,40665225
chr6,41014801,41021527	chr6,40851048,40856883
chr6,41014801,41021527	chr6,40885682,40891237
chr6,41038446,41043221	chr6,39029347,39035991
chr6,41064450,41066346	chr6,39035992,39043959
chr6,41064450,41066346	chr6,41149014,41155904
chr6,41115888,41122470	chr6,38347094,38351958
chr6,41115888,41122470	chr6,38763746,38765258
chr6,41130466,41138446	chr6,41043287,41046416
chr6,41130466,41138446	chr6,41073064,41076775
chr6,41130466,41138446	chr6,41103639,41115887
chr6,41130466,41138446	chr6,41296132,41298530
chr6,41155905,41170471	chr6,41562159,41571158
chr6,41191557,41207543	chr6,41527017,41532229
chr6,41268672,41279121	chr6,41593142,41600178
chr6,41268672,41279121	chr6,41615823,41624203
chr6,41268672,41279121	chr6,41624204,41626995
chr6,4128150,4135737	chr6,28670601,28673861
chr6,4128150,4135737	chr6,4686670,4696588
chr6,41298531,41312430	chr6,39211951,39222914
chr6,41298531,41312430	chr6,41578522,41592717
chr6,41298531,41312430	chr6,41593142,41600178
chr6,41298531,41312430	chr6,41647207,41661265
chr6,41500889,41518385	chr6,41312431,41317231
chr6,41500889,41518385	chr6,41344304,41348563
chr6,41500889,41518385	chr6,41367874,41375511
chr6,41500889,41518385	chr6,41375512,41377747
chr6,41500889,41518385	chr6,41377748,41381509
chr6,41500889,41518385	chr6,41381510,41384971
chr6,41500889,41518385	chr6,41387136,41400428
chr6,41500889,41518385	chr6,41400429,41411472
chr6,41500889,41518385	chr6,41411473,41416435
chr6,41500889,41518385	chr6,41416436,41423892
chr6,41500889,41518385	chr6,41430933,41440272
chr6,41500889,41518385	chr6,41440273,41443361
chr6,41500889,41518385	chr6,41527017,41532229
chr6,41500889,41518385	chr6,41549064,41559379
chr6,41500889,41518385	chr6,41562159,41571158
chr6,41500889,41518385	chr6,41593142,41600178
chr6,41500889,41518385	chr6,41666452,41676483
chr6,41518386,41523603	chr6,41327924,41344303
chr6,41518386,41523603	chr6,41344304,41348563
chr6,41518386,41523603	chr6,41348564,41351248
chr6,41518386,41523603	chr6,41351583,41354637
chr6,41518386,41523603	chr6,41354638,41359297
chr6,41518386,41523603	chr6,41365507,41367873
chr6,41518386,41523603	chr6,41367874,41375511
chr6,41518386,41523603	chr6,41375512,41377747
chr6,41518386,41523603	chr6,41377748,41381509
chr6,41518386,41523603	chr6,41381510,41384971
chr6,41518386,41523603	chr6,41387136,41400428
chr6,41518386,41523603	chr6,41400429,41411472
chr6,41518386,41523603	chr6,41411473,41416435
chr6,41518386,41523603	chr6,41430933,41440272
chr6,41518386,41523603	chr6,41464532,41474348
chr6,41518386,41523603	chr6,41542152,41549063
chr6,41518386,41523603	chr6,41549064,41559379
chr6,41518386,41523603	chr6,41562159,41571158
chr6,41518386,41523603	chr6,41600179,41601541
chr6,41518386,41523603	chr6,41647207,41661265
chr6,41518386,41523603	chr6,41996469,42005411
chr6,41601542,41615822	chr6,41312431,41317231
chr6,41601542,41615822	chr6,41317232,41321170
